name,address,rating,reviews,price,cuisines,lon,lat,zone,subzone
Dining At Colony,7 Raffles Ave Singapore 039799 Singapore,5.0,1,,"['Buffets', 'Breakfast &amp; Brunch', 'Asian Fusion']",103.86005,1.29047,DOWNTOWN CORE,MARINA CENTRE
WORD.,906 Upper Thomson Rd Singapore 787110 Singapore,4.0,2,,"['Bistros', 'Asian Fusion', 'Italian']",103.83879,1.34266,TOA PAYOH,TOA PAYOH WEST
Kim's Fried Hokkien Prawn Mee Stall,37 Joo Chiat Pl Singapore 427761 Singapore,5.0,1,,['Asian Fusion'],103.9005127,1.31352,GEYLANG,GEYLANG EAST
AMK Fried Kway Teow,"Blk 724, Ang Mo Kio Ave 6 #01-28 Singapore 560724 Singapore",5.0,1,,['Asian Fusion'],103.8465118,1.37218,ANG MO KIO,ANG MO KIO TOWN CENTRE
To Ricos Guo Shi,51 Old Airport Rd #01-135/136 Singapore 390051 Singapore,5.0,1,,['Asian Fusion'],103.8858333,1.308648173,GEYLANG,ALJUNIED
Chir Chir Fusion Chicken Factory,799 Upper Changi Rd #02-05/06 Bedok Point Singapore Singapore,5.0,1,,"['Chicken Wings', 'Chicken Shop', 'Asian Fusion']",103.9324254,1.324653974,BEDOK,BEDOK NORTH
Club Meatballs,20 Cross St #01-35 China Square Central Singapore 048422 Singapore,2.0,7,$,"['Asian Fusion', 'Bars']",103.84764,1.28365,OUTRAM,CHINA SQUARE
Wong Kee Noodle,Blk 118 Depot Lane Singapore 109754 Singapore,5.0,1,,['Asian Fusion'],103.8127289,1.28158,BUKIT MERAH,DEPOT ROAD
Bedok North 85 Fried Oyster,85 Bedok North Rd #01-10 Singapore Singapore,5.0,1,,"['Chinese', 'Asian Fusion']",103.94046,1.32893,BEDOK,BEDOK NORTH
Babette,"165 Tyrwhitt Road #01-03, Parc Sovereign At Tyrwhitt Singapore 207569 Singapore",3.0,3,$$$,"['Pubs', 'Asian Fusion']",103.8607483,1.31218,KALLANG,LAVENDER
East Coast Rojak,1220 East Coast Parkway #01-20 Singapore 468960 Singapore,5.0,1,$,"['Chinese', 'Asian Fusion']",103.9349088,1.307131839,BEDOK,SIGLAP
Eat.,180 Kitchener Road #B2 Citysquare Mall Singapore 208539 Singapore,3.0,3,,"['Cantonese', 'Asian Fusion']",103.855614,1.311915,KALLANG,LAVENDER
Rong Kee,"866A Tampines Street 83 #02-03, Tampines Central Community Complex Singapore 521866 Singapore",5.0,1,$,['Asian Fusion'],103.93445,1.35543,TAMPINES,TAMPINES WEST
Kopitiam,"1 Harborfront Walk #B2-39, VivoCity Singapore 098585 Singapore",3.0,4,$,"['Asian Fusion', 'Kopitiam']",103.8211187,1.264923027,BUKIT MERAH,MARITIME SQUARE
Katong Delights,1k Figaro St Singapore 458322 Singapore,5.0,1,,"['Asian Fusion', 'Caterers']",103.9261075,1.315708733,BEDOK,FRANKEL
The Berkeley,17 Balmoral Rd Singapore 259803 Singapore,3.5,2,$$$,['Asian Fusion'],103.83208,1.3158,TANGLIN,NASSIM
Phat Cat Laundry,4 Jiak Chuan Rd Singapore 089261 Singapore,3.0,3,,"['Cocktail Bars', 'Asian Fusion']",103.841766,1.2797238,OUTRAM,CHINATOWN
Top Table,"21 Tampines Ave 1 3/F,  31, The Culinary Academy Singapore 529757 Singapore",5.0,1,,['Asian Fusion'],103.9291054,1.346627683,TAMPINES,TAMPINES WEST
Old Chang Kee,2 Tampines Central 5 #01-38A Singapore 529540 Singapore,5.0,1,$,"['Desserts', 'Seafood', 'Asian Fusion']",103.9431529,1.352676452,TAMPINES,TAMPINES EAST
The Corner Chef,1 Sengkang Square #B1-34 Singapore 545078 Singapore,5.0,1,,['Asian Fusion'],103.8951204,1.392214108,SENGKANG,SENGKANG TOWN CENTRE
Vanilla Gastro Wine Bar,VisionCrest 103 Penang Road #01-02 Singapore 238467 Singapore,3.5,2,,['Asian Fusion'],103.8427505,1.2991984,MUSEUM,DHOBY GHAUT
20His.tori,Tanjong Pagar Road 20 Singapore 088443 Singapore,4.0,2,,"['Korean', 'Asian Fusion']",103.8454208,1.27882,DOWNTOWN CORE,TANJONG PAGAR
Once Upon A Bar,25 Church Street #01-01 Capital Square Three Singapore 049482 Singapore,3.0,3,$,"['Vietnamese', 'Thai', 'Asian Fusion']",103.8485565,1.28377,OUTRAM,CHINA SQUARE
Hong Kong Street 珍达记 XO 鱼头米粉,Joo Chiat Lane Singapore Singapore,4.0,2,,['Asian Fusion'],103.9066436,1.314162905,BEDOK,FRANKEL
Collin's,26 Jalan Membina #01-10 Singapore 161026 Singapore,3.5,2,,"['Japanese', 'Seafood', 'Asian Fusion']",103.8261761,1.282226531,BUKIT MERAH,TIONG BAHRU STATION
Three Little Pigs,"302 Tiong Bahru Rd #01-106, Tiong Bahru Plaza Singapore 162001 Singapore",3.5,3,$$,"['Asian Fusion', 'Singaporean']",103.82696,1.2865899,BUKIT MERAH,TIONG BAHRU STATION
Ananas Cafe,Pasir Ris MRT Station 10 Pasir Ris Central Singapore 519634 Singapore,5.0,1,$,['Asian Fusion'],103.949441,1.3730888,PASIR RIS,PASIR RIS CENTRAL
The Square,177A River Valley Rd 7th Floor Novotel Singapore Clarke Quay Singapore 179031 Singapore,2.0,5,,"['Asian Fusion', 'Buffets']",103.8446579,1.29128,SINGAPORE RIVER,CLARKE QUAY
Sin Huat Lee Restaurant Singapore,371 Bukit Batok St 31 #01-326 Singapore 650371 Singapore,5.0,1,,"['Asian Fusion', 'Chinese']",103.7506714,1.35943,BUKIT BATOK,HONG KAH NORTH
You &amp; Mee Noodle Place,101 Thomson Road #B1-03 United Square Singapore 307591 Singapore,2.5,3,$,"['Indonesian', 'Asian Fusion']",103.8437119,1.31696,NOVENA,MOULMEIN
Shin-Sapporo,3 Temasek Blvd #01-223 Suntec City Mall Singapore 038983 Singapore,3.5,2,,"['Asian Fusion', 'Japanese']",103.8585281,1.29577,DOWNTOWN CORE,MARINA CENTRE
Kopitiam SGH,"Blk 6, Outram Rd Level 1, Singapore General Hospital Singapore 169608 Singapore",3.5,2,,['Asian Fusion'],103.8344021,1.278813159,BUKIT MERAH,SINGAPORE GENERAL HOSPITAL
Thai Express Bistro,Raffles City Shopping Centre 252 North Bridge Road #B1-77 Singapore 179103 Singapore,2.0,5,$$,"['Thai', 'Asian Fusion', 'Imported Food']",103.8533325,1.29383,DOWNTOWN CORE,CITY HALL
Siam Square Mookata,22A Havelock Rd Singapore 161022 Singapore,3.5,2,,['Asian Fusion'],103.829628,1.28798,BUKIT MERAH,BUKIT HO SWEE
Angela May Food Chapters,"260 Orchard Rd #02-02, Robinsons The Heeren Singapore 238855 Singapore",4.0,1,$$$,"['Asian Fusion', 'Breakfast &amp; Brunch']",103.837189,1.302576,ORCHARD,SOMERSET
Seng Kee Local Delights,Lau Pa Sat Singapore 048582 Singapore,2.5,3,$,['Asian Fusion'],103.850697,1.280522666,DOWNTOWN CORE,CECIL
Miam Miam,"83 Punggol Central #01-62, Waterway Point Singapore 828761 Singapore",3.5,3,,"['Japanese', 'French', 'Asian Fusion']",103.90218,1.40519,PUNGGOL,MATILDA
Jun Hang Food Court,"Singapore Institute of Management HQ, 461 Clementi Road Block A, Level 3 Singapore 599491 Singapore",3.5,2,$,"['Asian Fusion', 'Malaysian', 'Singaporean']",103.7763138,1.32977,BUKIT TIMAH,ANAK BUKIT
MOF,200 Victoria Street #02-45 Singapore 188021 Singapore,2.5,3,,"['Japanese', 'Asian Fusion', 'Desserts']",103.8557129,1.29966,DOWNTOWN CORE,BUGIS
Bushra Café,25 Baghdad Street Singapore 199664 Singapore,2.5,3,$,"['Singaporean', 'Italian', 'Asian Fusion']",103.8597412,1.30133,ROCHOR,KAMPONG GLAM
Bangkok Jam,252 North Bridge Rd #B1-44C Singapore 179103 Singapore,2.0,6,,"['Seafood', 'Asian Fusion']",103.8530142,1.294588356,DOWNTOWN CORE,CITY HALL
Din Gi Noodle House,"68 Orchard Rd #B2-50-51, Plaza Singapure Singapore 238839 Singapore",4.0,1,,"['Chinese', 'Asian Fusion']",103.84491,1.30048,MUSEUM,DHOBY GHAUT
Supreme Pork Chop Rice,"Bulkhaul House, 67 Beach Road Singapore 189688 Singapore",3.0,2,$,"['Chinese', 'Asian Fusion']",103.8562775,1.29697,DOWNTOWN CORE,BUGIS
Tao's Restaurant,6 Eu Tong Seng Street #04-86 The Central Singapore 059817 Singapore,4.0,1,,['Asian Fusion'],103.8466511,1.288574166,SINGAPORE RIVER,CLARKE QUAY
Queenstown Traditional Popiah,310 Orchard Road # B1-11 Singapore 238864 Singapore,4.0,1,$,"['Food Stands', 'Asian Fusion']",103.833087,1.305029,ORCHARD,BOULEVARD
Nouvelle Fusion Kitchen &amp; Bar,2 Orchard Link #03-03 Singapore 237978 Singapore,4.0,1,$$$,['Asian Fusion'],103.8357501,1.301033136,ORCHARD,SOMERSET
LÈ Restaurant and Bar,1 Raffles Boulevard #02-314 Singapore 039593 Singapore,3.0,2,,"['Dim Sum', 'Asian Fusion']",103.8589935,1.29216,DOWNTOWN CORE,MARINA CENTRE
Xing Li Cooked Food,Blk 51 Old Airport Rd #01-28 Singapore 390051 Singapore,2.5,4,,['Asian Fusion'],103.8856964,1.30817,GEYLANG,ALJUNIED
Han Kook Gwan,26 Tanjong Pagar Road Singapore 088449 Singapore,4.0,1,$$$,"['Korean', 'Asian Fusion']",103.8438084,1.27976287,OUTRAM,CHINATOWN
Kim Keat Palm Market &amp; Food Centre,22 Toa Payoh Lorong 7 Singapore 310022 Singapore,4.0,1,$,"['Coffee &amp; Tea', 'Food Court', 'Asian Fusion']",103.840784,1.3349908,TOA PAYOH,TOA PAYOH CENTRAL
Dazzling,"15 Stamford Rd #01-85,  Capitol Piazza Singapore Singapore",2.5,4,,"['Italian', 'Sandwiches', 'Asian Fusion']",103.85119,1.2935,DOWNTOWN CORE,CITY HALL
Roast Paradise,Old Airport Road Food Centre #01-121 Singapore 390051 Singapore,4.0,1,,"['Chinese', 'Asian Fusion']",103.886181,1.30808051,GEYLANG,ALJUNIED
Aster Pau,252 North Bridge Road #B1-59 Raffles City Singapore 179103 Singapore,4.0,1,,['Asian Fusion'],103.8533325,1.29383,DOWNTOWN CORE,CITY HALL
The Twenty Cavan,20 Cavan Rd Singapore 209851 Singapore,4.0,1,,"['Bars', 'Chicken Shop', 'Asian Fusion']",103.8615985,1.310754289,KALLANG,LAVENDER
E.Clat Gourmet,63 Mohamed Sultan Road #03-14 Sultan-Link Building Singapore 239002 Singapore,2.5,4,,"['French', 'Modern European', 'Asian Fusion']",103.839392,1.291471,RIVER VALLEY,INSTITUTION HILL
Charlie's Peranakan Food,505 Beach Rd #b1-30 Golden Mile Food Centre Singapore 199583 Singapore,4.0,1,,"['Singaporean', 'Asian Fusion']",103.8638398,1.303240024,KALLANG,CRAWFORD
Shokudo Japanese Coffee House,87 Beach Rd #02-09  Chye Sing Building Singapore 189695 Singapore,4.0,1,$$,"['Asian Fusion', 'Italian', 'Japanese']",103.8566208,1.29741,DOWNTOWN CORE,BUGIS
Pepper Jade,"91 Bencoolen St #01-18/10/20, Sunshine Plaza Singapore 189652 Singapore",4.0,1,,"['Salad', 'Asian Fusion']",103.85103,1.30054,ROCHOR,BENCOOLEN
Roost,176 Orchard Rd #B1-17/18/19 Singapore 238843 Singapore,4.0,1,,"['Singaporean', 'Thai', 'Asian Fusion']",103.83962,1.30152,ORCHARD,SOMERSET
Tigerlily,Blk 7 Dempsey Road #01-03 Singapore 249671 Singapore,4.0,1,$$,['Asian Fusion'],103.8089076,1.3046217,TANGLIN,RIDOUT
Warehouse Singapore,3C River Valley Rd #01-09 Singapore 179024 Singapore,4.0,1,,"['Asian Fusion', 'Pubs']",103.8456059,1.290449357,SINGAPORE RIVER,CLARKE QUAY
Aroy Mookata,167 Neil Rd Singapore 088888 Singapore,4.0,1,,['Asian Fusion'],103.8370599,1.27711,BUKIT MERAH,EVERTON PARK
My Peranakan Spice Box,Blk 190 Toa Payoh Lorong 6 #01-528 Singapore 319376 Singapore,3.0,2,,['Asian Fusion'],103.8541336,1.33763,TOA PAYOH,PEI CHUN
The Palmary,142 Owen Rd Singapore 218941 Singapore,4.0,1,,"['Asian Fusion', 'Cocktail Bars', 'Venues &amp; Event Spaces']",103.85257,1.31448,KALLANG,KAMPONG JAVA
A One Claypot House,8 Temasek Boulevard #B1-135 Suntec City Mall Singapore 038983 Singapore,4.0,1,,['Asian Fusion'],103.8595276,1.29524,DOWNTOWN CORE,MARINA CENTRE
OUE Re:Store,"6A Shenton Way #03-11,12,13 Singapore 068815 Singapore",4.0,1,,['Asian Fusion'],103.8484958,1.277061594,DOWNTOWN CORE,CECIL
Whitley Road Big Prawn Mee,18 Lorong Telok Singapore 049030 Singapore,3.0,2,,"['Seafood', 'Asian Fusion']",103.84864,1.28639,SINGAPORE RIVER,BOAT QUAY
Bangkok Jam,1 Kim Seng Promenade #02-26 Great World City Singapore 237994 Singapore,2.5,3,$$,['Asian Fusion'],103.8314972,1.29414,SINGAPORE RIVER,ROBERTSON QUAY
Tian Tian Xiang Claypot Rice,119 Aljunied Ave 2 #01-54 Singapore 380119 Singapore,4.0,1,$,"['Chinese', 'Asian Fusion']",103.88661,1.31958,GEYLANG,ALJUNIED
Lao Song Huat Fishball Noodle,15 Philip Street Tan Ean Kiam Building Singapore 048694 Singapore,4.0,1,$,['Asian Fusion'],103.8497314,1.28457,DOWNTOWN CORE,PHILLIP
Pidgin Kitchen &amp; Bar,7 Dempsey Road #01-04 Singapore 249671 Singapore,2.5,3,$$$,['Asian Fusion'],103.8089981,1.30475,TANGLIN,RIDOUT
Tapa King,"304 Orchard Rd B1-Stall, level 6, Lucky Plaza, Asian Food Mall Singapore 238863 Singapore",4.0,1,,"['Food Court', 'Asian Fusion']",103.83403,1.30442,ORCHARD,BOULEVARD
Saigon Teppanyaki &amp; Bar,95 East Coast Rd Singapore 428793 Singapore,4.0,1,$$,"['Vietnamese', 'Japanese', 'Asian Fusion']",103.9043405,1.305489188,MARINE PARADE,MARINE PARADE
Woori-Nara Korean Restaurant,19 Lorong Kilat #01-02 Singapore 598120 Singapore,2.0,5,$$,"['Korean', 'Bars', 'Asian Fusion']",103.7736206,1.34096,BUKIT TIMAH,ANAK BUKIT
Ah Wing's Wanton Mee,7 Empress Rd #01-108 Liverpool 260007 Singapore,3.5,4,,"['Chinese', 'Asian Fusion']",103.8055075,1.31609417,BUKIT TIMAH,FARRER COURT
3+1 Restaurant,70 Anson Road #01-03/04 Singapore 079905 Singapore,3.5,2,$$,"['Chinese', 'Asian Fusion']",103.8449805,1.2740201,DOWNTOWN CORE,ANSON
Hong Kong Street Kum Kee,158 Ang Mo Kio Avenue 4 Singapore 560158 Singapore,3.0,2,,['Asian Fusion'],103.8390198,1.3748,ANG MO KIO,KEBUN BAHRU
Bibigo,"9 Temasek Boulevard #B1-107, Suntec Tower 2 Singapore 038989 Singapore",2.5,3,$$,"['Korean', 'Asian Fusion']",103.8589401,1.29558,DOWNTOWN CORE,MARINA CENTRE
Rollie Ollie,3 Temasek Boulevard #01-K42 Singapore 038983 Singapore,4.0,1,,"['Japanese', 'Sushi Bars', 'Asian Fusion']",103.8583618,1.295406424,DOWNTOWN CORE,MARINA CENTRE
PappaRich,"11 Tanjong Katong Road #01-60/61/62, OneKM Mall Singapore 437157 Singapore",4.0,1,,['Asian Fusion'],103.8946453,1.314888701,GEYLANG,GEYLANG EAST
Nam Hwa Chiang Fish Head Steamboat,35 Teck Chye Terrace Singapore 545733 Singapore,3.0,2,$$,"['Asian Fusion', 'Chinese']",103.87677,1.35343,SERANGOON,SERANGOON CENTRAL
Chicken Pot,20 Serangoon Ave 2 Singapore 556138 Singapore,3.0,2,,['Asian Fusion'],103.8727613,1.350501716,SERANGOON,SERANGOON CENTRAL
Rong Hua Bak Kut Teh,6 Raffles Boulevard #02-201 Singapore 039594 Singapore,4.0,1,,['Asian Fusion'],103.8584807,1.291601255,DOWNTOWN CORE,MARINA CENTRE
Lil Piz,1 Tanjong Pagar Plaza #01-04 Singapore 082001 Singapore,4.0,1,,['Asian Fusion'],103.84272,1.27484,OUTRAM,CHINATOWN
PP 881 Eating House,146 Potong Pasir Ave 2 #01-127 Singapore 350146 Singapore,4.0,1,,['Asian Fusion'],103.8671819,1.33199361,TOA PAYOH,POTONG PASIR
Fine Cuts!,6 Eu Tong Sen St #B1-44 #B1-45 Soho1 @ Central Singapore 059817 Singapore,4.0,1,,"['Asian Fusion', 'Coffee &amp; Tea', 'Grocery']",103.8465576,1.28886,SINGAPORE RIVER,CLARKE QUAY
Chiak Salad &amp; Noodle Bar,40 Pasir Panjang Rd #02-37 Mapletree Business City Singapore 117383 Singapore,4.0,1,,['Asian Fusion'],103.8009727,1.275833838,QUEENSTOWN,PASIR PANJANG 2
Asia Kitchen,"9 Raffles Place, Republic Plaza #B1-01 Singapore 048619 Singapore",4.0,1,$$,['Asian Fusion'],103.850837,1.283242,DOWNTOWN CORE,RAFFLES PLACE
WOLF X Bird Bird,18 Ann Siang Rd Singapore 069698 Singapore,4.0,1,,"['Burgers', 'Asian Fusion']",103.84559,1.28114,OUTRAM,CHINATOWN
Popo and Nana Delights,1 Kadayanallur St #01-70 Singapore 069184 Singapore,4.0,1,,['Asian Fusion'],103.8446369,1.280475292,DOWNTOWN CORE,MAXWELL
Epiphyte,47 Neil Rd Singapore 088827 Singapore,4.0,1,,"['Patisserie/Cake Shop', 'Asian Fusion']",103.84272,1.27964,OUTRAM,CHINATOWN
Liang Kee Teochew,34 Whampoa West #01-27 Singapore 330034 Singapore,3.5,2,,['Asian Fusion'],103.8625565,1.32008,KALLANG,BENDEMEER
Wo Peng,476/478 Macpherson Road Singapore 368191 Singapore,4.0,1,,"['Asian Fusion', 'Cantonese']",103.8828964,1.33202,GEYLANG,MACPHERSON
Green Dot,"1 Vista Exchange Green 01-33/K2, The Star Vista Singapore 138617 Singapore",4.0,1,,['Asian Fusion'],103.78834,1.306780292,QUEENSTOWN,ONE NORTH
Lean Bento,43 Holland Dr #01-49 Singapore 270043 Singapore,4.0,1,,"['Asian Fusion', 'Health Markets']",103.7929339,1.307146594,QUEENSTOWN,HOLLAND DRIVE
Mapo Doufu Restaurant,Sin Ming Road #01-01/02 Sin Ming Plaza 2 Singapore 575583 Singapore,4.0,1,,['Asian Fusion'],103.83765,1.356166,BISHAN,UPPER THOMSON
Fried Hokkien Big Prawn Mee,721 Ang Mo Kio Ave 8 Singapore 560721 Singapore,4.0,1,$$,"['Chinese', 'Asian Fusion']",103.8480008,1.372493236,ANG MO KIO,ANG MO KIO TOWN CENTRE
Just Acia,"Dhoby Ghaut MRT Station 11 Orchard Road #B1-45, NS Line Singapore 238826 Singapore",3.0,5,,['Asian Fusion'],103.8466568,1.29874,MUSEUM,DHOBY GHAUT
Mac's Cafe &amp; Bar,3 Fusionopolis Way Singapore 138633 Singapore,4.0,1,,"['Asian Fusion', 'Indian']",103.7881317,1.2985401,QUEENSTOWN,ONE NORTH
Shen Long Kee Chicken Rice,49A Serangoon Garden Way Serangoon Garden Food Market Singapore 555945 Singapore,4.0,1,,"['Chinese', 'Chicken Shop', 'Asian Fusion']",103.8666,1.36312,SERANGOON,SERANGOON GARDEN
Ivins Nonya Specialities,"205 Hougang St 21 #02-00, Heartland Mall Singapore 530205 Singapore",4.0,1,,['Asian Fusion'],103.88523,1.35958,HOUGANG,LORONG AH SOO
Daisy's Dream Kitchen,131 Rifle Range Road #01-01 Singapore 588406 Singapore,3.0,2,$$,"['Singaporean', 'Chinese', 'Asian Fusion']",103.7805668,1.347385056,BUKIT PANJANG,NATURE RESERVE
Tasty Street,1 N Buona Vista Dr #02-01 MOE Staff Canteen Singapore 138675 Singapore,4.0,1,,['Asian Fusion'],103.79071,1.30541,QUEENSTOWN,ONE NORTH
Hans,Blk 36 Holland Dr #01-02 Singapore 270036 Singapore,3.0,2,$$,['Asian Fusion'],103.7933019,1.309775422,QUEENSTOWN,HOLLAND DRIVE
Koo Kee Yong Tow Foo Mee,"7 Blk 450 Clementi Ave 3 #01-305, Singapore 120450 Singapore",4.0,1,,"['Chinese', 'Hawker Centre', 'Asian Fusion']",103.76542,1.31354,CLEMENTI,CLEMENTI CENTRAL
Asia Ghani Chicken Rice,"448 Clementi Avenue 3 #01-211, Stall #6 Singapore 120448 Singapore",4.0,1,,['Asian Fusion'],103.7652398,1.312757039,CLEMENTI,CLEMENTI CENTRAL
Siem Reap I,44A Lorong Mambong Singapore 277697 Singapore,2.5,3,$$,['Asian Fusion'],103.794281,1.31195,QUEENSTOWN,HOLLAND DRIVE
TP 802 Food House,802 Tampines Ave 4 Singapore 520802 Singapore,4.0,1,$,"['Coffee &amp; Tea', 'Asian Fusion']",103.93802,1.34609,TAMPINES,TAMPINES WEST
Asian Food Stall Jun Hang Food Court,"Singapore Institute of Management HQ, 461 Clementi Road Block A, Level 3 Singapore 599491 Singapore",3.0,2,$,"['Chinese', 'Asian Fusion', 'Singaporean']",103.7763138,1.32977,BUKIT TIMAH,ANAK BUKIT
Suki-Ya,"1 Stadium Pl #01-35, Kallang Wave Mall Singapore 397638 Singapore",2.5,2,$$,['Asian Fusion'],103.8727347,1.303683815,KALLANG,TANJONG RHU
Old Street Bak Kut Teh,68 Orchard Road Singapore 238839 Singapore,2.5,2,$$,['Asian Fusion'],103.8449097,1.30048,MUSEUM,DHOBY GHAUT
Koo Kee,"1 Jelebu Road #01-48/49/50, Bukit Panjang Plaza Singapore 677743 Singapore",4.0,1,$,['Asian Fusion'],103.7637809,1.3803728,BUKIT PANJANG,JELEBU
Noosh Noodle Bar and Grill,8 Raffles Ave #01-13B Singapore 039802 Singapore,2.5,3,,"['Halal', 'Asian Fusion']",103.856391,1.289510629,DOWNTOWN CORE,MARINA CENTRE
Brothers In Fine Food,5 Tampines Ave 3 #02-07 Tampines West Community Club Singapore 529705 Singapore,4.0,1,,['Asian Fusion'],103.9359508,1.348735637,TAMPINES,TAMPINES WEST
Rong Hua Bak Kut Teh,"83 Punggol Central #B1-23,Waterway Point Singapore 828761 Singapore",3.0,2,,"['Soup', 'Asian Fusion', 'Teochew']",103.9017832,1.406320173,PUNGGOL,PUNGGOL TOWN CENTRE
Spize,131 Rifle Range Rd #03-04 Singapore 588396 Singapore,2.5,2,,['Asian Fusion'],103.78395,1.3491,BUKIT PANJANG,NATURE RESERVE
Ya Kun,83 Punggol Central #B2-K12 Singapore 828761 Singapore,4.0,1,,"['Coffee &amp; Tea', 'Asian Fusion']",103.9023704,1.407017568,PUNGGOL,PUNGGOL TOWN CENTRE
Balithai,238 Thomson Rd #03 - 61/64 Velocity @ Novena Square Singapore 307683 Singapore,2.5,2,$$,['Asian Fusion'],103.8436813,1.32013,NOVENA,MOULMEIN
Pita Pit,1 Fusionopolis Pl #01-15 Galaxis Singapore 138522 Singapore,3.0,2,,"['Salad', 'Juice Bars &amp; Smoothies', 'Asian Fusion']",103.78787,1.30021,QUEENSTOWN,ONE NORTH
Chun Man Yuan,Blk 93 Toa Payoh Lorong 4 #01-55 Singapore 310093 Singapore,3.5,2,,"['Seafood', 'Asian Fusion', 'Caterers']",103.84971,1.33825,TOA PAYOH,BRADDELL
Three Little Pigs,"391 Orchard Rd #B2-32, Ngee Ann City Singapore 238872 Singapore",3.0,1,$$,['Asian Fusion'],103.83461,1.30254,ORCHARD,BOULEVARD
Indo Padang,2 Handy Rd #B1-19 The Cathay Singapore 229233 Singapore,3.0,1,,['Asian Fusion'],103.8475189,1.2988778,MUSEUM,DHOBY GHAUT
Bangkok Gem,51 Bras Basah Rd Singapore 189554 Singapore,3.0,1,,['Asian Fusion'],103.8500664,1.297830062,MUSEUM,BRAS BASAH
SG Rainbow Cafe,81B Lorong 4 Toa Payoh #01-308 Singapore 312081 Singapore,3.0,1,,"['Coffee &amp; Tea', 'Asian Fusion']",103.8495477,1.336012287,TOA PAYOH,TOA PAYOH CENTRAL
Charisma D' Venue,37/39 Joo Chiat Pl Singapore 427761 Singapore,3.0,1,,"['Halal', 'Fast Food', 'Asian Fusion']",103.90051,1.31352,GEYLANG,GEYLANG EAST
Kiong Sing Food,90 Lorong 27 Geylang Singapore 388197 Singapore,3.0,1,,['Asian Fusion'],103.8757019,1.31283,GEYLANG,ALJUNIED
Yu Champagne Bar,The Shoppes at Marina Bay Sands L1-82 2 Bayfront Avenue Singapore 018972 Singapore,3.0,1,,['Asian Fusion'],103.8588333,1.28192,DOWNTOWN CORE,BAYFRONT SUBZONE
Joe Pork Porridge Raw Fish,Chinatown Complex Block 335 Smith St #02-81/82 Singapore 058953 Singapore,3.0,1,$,"['Cantonese', 'Asian Fusion', 'Fish &amp; Chips']",103.8438356,1.282296557,OUTRAM,CHINATOWN
New Confectionery &amp; Restaurant,221 River Valley Road Singapore 238279 Singapore,3.0,1,$,"['Cafes', 'Asian Fusion']",103.8423233,1.29366,SINGAPORE RIVER,ROBERTSON QUAY
S Luck Eating House,262 Serangoon Central Dr #01-97 Singapore 550262 Singapore,3.0,1,,['Asian Fusion'],103.8724518,1.35356,SERANGOON,SERANGOON CENTRAL
Chang Cheng Mee Wah,27 Bendemeer Road #01-659 Singapore 330027 Singapore,3.0,1,,"['Local Flavor', 'Asian Fusion']",103.8628387,1.3188601,KALLANG,BENDEMEER
PapaRich,80 Marine Parade Rd #01-17A Singapore 449269 Singapore,3.0,1,$,['Asian Fusion'],103.9051666,1.30107,MARINE PARADE,MARINE PARADE
Hawkerman,10 Eunos Rd 8 #B1-128/129 Singpost Centre Singapore 408600 Singapore,3.0,1,,"['Asian Fusion', 'Singaporean']",103.89464,1.31898,GEYLANG,GEYLANG EAST
Gyoza Bo Osaka Ohsho,"53 Ang Mo Kio Ave 3 #B1-22, AMK Hub Singapore 569933 Singapore",3.0,1,,['Asian Fusion'],103.8486978,1.36943173,ANG MO KIO,ANG MO KIO TOWN CENTRE
Kite,53 Craig Rd Singapore 089691 Singapore,2.0,2,,['Asian Fusion'],103.84224,1.27778,OUTRAM,CHINATOWN
Han's Cafe &amp; Cake House,"Springleaf Tower, 01-01/02 3 Anson Road Singapore 079909 Singapore",3.0,1,$,['Asian Fusion'],103.84536,1.274679978,DOWNTOWN CORE,TANJONG PAGAR
Tenkaichi Restaurant,"Raffles Boulevard #03-129, 6 Marina Square Shopping Mall Singapore 039594 Singapore",3.0,1,,"['Japanese', 'Asian Fusion']",103.86058,1.29133,DOWNTOWN CORE,MARINA CENTRE
Brizo,1 Unity Street Singapore 237983 Singapore,2.0,2,,['Asian Fusion'],103.842308,1.29159,SINGAPORE RIVER,ROBERTSON QUAY
A One Claypot House,1 Stadium Place #01-33/34 Singapore 397638 Singapore,3.0,1,,"['Chinese', 'Asian Fusion']",103.8727414,1.30357823,KALLANG,TANJONG RHU
Encik Tan,"1 Stadium Pl #01-32, Kallang Wave Mall Singapore 397638 Singapore",3.0,1,,"['Halal', 'Asian Fusion']",103.8741325,1.303201477,KALLANG,TANJONG RHU
Rice Inn,70 Anson Rd Singapore 079905 Singapore,3.0,1,$,['Asian Fusion'],103.8447646,1.273903674,DOWNTOWN CORE,ANSON
High Society,"Paragon, 290 Orchard Road #B1-27 Singapore 238859 Singapore",2.0,2,$$,"['French', 'Asian Fusion']",103.8358307,1.30389,ORCHARD,BOULEVARD
The World is Flat,73A Ayer Rajah Crescent 0#1-04 Timbre+ Singapore 139957 Singapore,3.0,1,,"['Pizza', 'Asian Fusion', 'Sandwiches']",103.78746,1.29723,QUEENSTOWN,ONE NORTH
Lakshimi Villas Restaurant,16 Morse Rd Singapore 099228 Singapore,3.0,1,,"['Indian', 'Asian Fusion']",103.8150666,1.269547903,BUKIT MERAH,MARITIME SQUARE
